delivery_person_age,delivery_person_ratings,order_type_category,multiple_deliveries,total_distance,weather_category,road_traffic_category,vechicle_type_category,vehicle_condition,festival_bool,city_category,day_of_week,week_or_weekend,valley_or_peak,wt_minutes,time_taken_min
20.0,4.5,0,1.0,4.610033378351879,1,3,2,0,0,2,2,0,1,5.0,26
29.0,4.8,2,0.0,9.193106660745114,0,3,2,0,0,2,2,0,1,5.0,20
22.0,4.6,3,0.0,7.762954856229665,5,3,2,2,0,1,2,0,1,5.0,12
37.0,4.8,2,1.0,8.94018006852695,0,3,1,1,0,1,2,0,1,15.0,31
33.0,5.0,2,1.0,9.314432663239856,1,3,2,1,0,1,2,0,1,5.0,25
22.0,4.7,1,2.0,4.65801573514782,1,3,2,0,0,2,2,0,1,5.0,39
23.0,4.5,2,1.0,9.21989115631351,3,3,2,1,0,2,2,0,1,10.0,27
35.0,4.1,1,1.0,9.074641166231038,2,3,2,0,0,2,2,0,1,10.0,36
37.0,5.0,2,1.0,7.760938866535567,2,3,2,2,0,2,2,0,1,10.0,32
28.0,4.8,1,1.0,4.663607261227194,2,3,2,0,0,2,2,0,1,5.0,24
35.0,4.6,0,1.0,9.12105752015335,5,3,2,1,0,1,2,0,1,15.0,17
32.0,4.2,3,0.0,9.175206517755333,3,3,1,2,0,2,2,0,1,5.0,33
20.0,4.1,2,1.0,4.657679084075016,1,3,2,0,0,2,2,0,1,10.0,32
33.0,4.8,3,1.0,7.790167355925426,5,3,2,0,0,1,2,0,1,5.0,25
28.0,4.7,1,1.0,9.316126996231626,3,3,2,2,0,2,2,0,1,5.0,28
28.0,4.7,2,1.0,4.596932440729497,0,3,1,2,0,2,2,0,1,10.0,13
20.0,4.7,1,1.0,9.074849218158008,3,3,2,1,0,2,2,0,1,5.0,31
32.0,5.0,2,0.0,4.589105797170095,4,3,2,1,0,2,2,0,1,10.0,34
20.0,4.8,2,1.0,9.348369331800264,2,3,2,1,0,2,2,0,1,15.0,19
37.0,4.2,0,1.0,9.313030022402005,2,3,0,2,0,1,2,0,1,10.0,32
36.0,4.7,3,1.0,9.327041429869846,3,3,2,0,0,2,2,0,1,15.0,27
21.0,4.8,0,1.0,7.790954899749957,2,3,1,1,0,1,2,0,1,15.0,27
36.0,5.0,1,0.0,7.546278130306634,0,3,1,2,0,2,2,0,1,5.0,31
27.0,4.8,2,1.0,7.763171751427736,0,3,0,2,0,1,2,0,1,10.0,13
37.0,4.0,2,1.0,9.326840686168875,4,3,2,1,0,2,2,0,1,15.0,32
20.0,4.8,2,1.0,4.527921532372036,0,3,1,1,0,2,2,0,1,10.0,27
20.0,4.9,0,0.0,7.683202017607464,2,3,1,2,0,1,2,0,1,15.0,19
38.0,4.5,2,1.0,9.074660207275132,0,3,1,1,0,1,2,0,1,15.0,26
37.0,4.8,1,1.0,4.657159439886547,2,3,2,0,0,2,2,0,1,10.0,46
27.0,4.7,2,1.0,9.192303114337385,0,3,2,0,0,2,2,0,1,15.0,31
33.0,4.1,2,0.0,9.122113405583422,3,3,2,1,0,2,2,0,1,10.0,32
32.0,4.6,3,0.0,7.563072147331903,0,3,2,0,0,2,2,0,1,10.0,49
33.0,4.7,0,1.0,7.760948496282918,3,3,0,2,0,2,2,0,1,5.0,32
24.0,4.9,2,1.0,9.176260167361137,0,3,2,1,0,2,2,0,1,10.0,29
31.0,4.3,1,0.0,7.763515060877538,3,3,1,1,0,2,2,0,1,5.0,34
27.0,4.7,1,1.0,4.717607608282883,0,3,1,2,0,1,2,0,1,5.0,21
34.0,4.4,3,0.0,9.21991831669298,0,3,2,0,0,2,2,0,1,5.0,35
37.0,4.9,2,0.0,8.93630976829728,5,3,1,1,0,2,2,0,1,5.0,17
28.0,4.8,1,1.0,4.657134114673474,1,3,2,1,0,2,2,0,1,5.0,26
36.0,4.7,1,1.0,7.546810965140631,0,3,2,1,0,2,2,0,1,15.0,27
27.0,4.0,2,2.0,4.596884056118296,4,3,1,1,0,2,2,0,1,5.0,34
26.0,5.0,3,1.0,7.649516884276932,4,3,2,0,0,2,2,0,1,5.0,28
35.0,4.9,1,1.0,4.610292033957847,3,3,1,2,0,2,2,0,1,5.0,36
27.0,4.5,3,0.0,7.44832853489513,5,3,1,2,0,2,2,0,1,10.0,11
34.0,4.7,1,0.0,9.435214569886142,0,3,0,2,0,2,2,0,1,10.0,29
37.0,4.6,1,2.0,7.790169687310763,1,3,2,0,0,2,2,0,1,15.0,41
28.0,4.8,3,0.0,4.5965832331143455,2,3,2,1,0,2,2,0,1,5.0,18
34.0,4.9,1,1.0,7.661384301273904,0,3,0,2,0,2,2,0,1,5.0,29
39.0,4.6,3,2.0,9.314921636271176,2,3,2,2,0,1,2,0,1,15.0,34
35.0,4.0,1,1.0,4.658188922455519,1,3,2,0,0,2,2,0,1,15.0,36
35.0,4.8,2,0.0,4.6743995892878365,2,3,2,1,0,1,2,0,1,5.0,26
23.0,4.9,1,1.0,4.5376599573493595,1,3,1,1,0,2,2,0,1,15.0,21
25.0,4.6,0,0.0,4.5442342933947355,4,3,2,1,0,2,2,0,1,10.0,24
27.0,4.6,3,0.0,9.074861471023786,2,3,0,2,0,1,2,0,1,5.0,11
25.0,4.7,2,0.0,9.34808565172991,3,3,2,1,0,2,2,0,1,15.0,20
20.0,4.7,0,0.0,4.663551662515845,5,3,2,1,0,1,2,0,1,5.0,17
22.0,4.7,2,1.0,9.193482578338074,2,3,2,1,0,2,2,0,1,15.0,26
26.0,4.1,3,1.0,7.448636907084595,0,3,2,0,0,2,2,0,1,15.0,33
21.0,4.6,3,1.0,4.610396609644136,2,3,2,0,0,1,2,0,1,5.0,29
24.0,4.9,2,1.0,4.527542192889649,1,3,2,2,0,2,2,0,1,15.0,29
21.0,4.7,0,0.0,4.590775396789027,0,3,2,1,0,1,2,0,1,5.0,22
34.0,5.0,2,1.0,4.544237252011811,5,3,2,0,0,1,2,0,1,5.0,25
36.0,4.7,2,0.0,9.220894539161247,1,3,1,1,0,2,2,0,1,5.0,29
36.0,4.8,2,0.0,7.573480586561666,5,3,2,1,0,2,2,0,1,10.0,22
34.0,4.5,1,0.0,7.761295704784144,2,3,2,2,0,2,2,0,1,10.0,26
34.0,5.0,0,1.0,9.435214569886142,0,3,1,1,0,2,2,0,1,10.0,26
28.0,4.7,1,0.0,7.683751544217764,1,3,1,1,0,2,2,0,1,5.0,24
31.0,5.0,2,0.0,9.326126752566898,4,3,2,0,0,1,2,0,1,5.0,32
24.0,4.9,2,1.0,7.5735341951800645,1,3,1,1,0,2,2,0,1,5.0,16
36.0,4.4,0,1.0,7.660530705365707,2,3,2,0,0,2,2,0,1,10.0,44
26.0,4.7,2,1.0,7.683264469744392,3,3,1,2,0,1,2,0,1,5.0,24
25.0,3.9,0,3.0,9.315082043943436,5,3,2,0,1,2,2,0,1,15.0,53
27.0,4.6,2,1.0,7.573473349936157,1,3,2,1,0,2,2,0,1,10.0,14
39.0,4.7,0,0.0,4.528295385319391,2,3,2,0,0,1,2,0,1,10.0,36
36.0,4.7,0,1.0,7.448571104864989,2,3,0,2,0,2,2,0,1,5.0,26
20.0,4.9,1,1.0,7.683755381892036,2,3,1,2,0,2,2,0,1,5.0,12
20.0,4.5,3,1.0,7.562277916981557,1,3,2,0,0,1,2,0,1,5.0,25
36.0,4.6,0,0.0,9.178151052440553,0,3,2,1,0,2,2,0,1,5.0,34
21.0,4.8,1,1.0,9.05537729774768,3,3,2,1,0,2,2,0,1,5.0,28
25.0,4.2,3,1.0,7.660688814614734,0,3,2,0,0,2,2,0,1,10.0,31
25.0,4.7,3,0.0,4.717607608282883,0,3,2,0,0,2,2,0,1,15.0,17
24.0,4.7,0,1.0,4.5611586413417475,0,3,2,0,0,2,2,0,1,10.0,25
37.0,4.6,1,1.0,4.544270786437013,4,3,2,1,0,2,2,0,1,5.0,30
23.0,4.1,2,1.0,9.220160250830029,3,3,0,2,0,2,2,0,1,5.0,32
38.0,4.9,2,0.0,4.469209631077721,0,3,2,2,0,2,2,0,1,10.0,27
26.0,4.6,2,1.0,9.087985297503677,2,3,0,2,0,2,2,0,1,10.0,21
22.0,5.0,3,1.0,9.122118139579197,0,3,2,2,0,2,2,0,1,15.0,23
35.0,4.6,2,1.0,9.177818012220524,4,3,2,0,0,2,2,0,1,15.0,26
21.0,4.8,2,0.0,7.562990718347508,2,3,0,2,0,1,2,0,1,15.0,12
22.0,4.9,2,1.0,9.315758229001416,0,3,2,1,0,1,2,0,1,5.0,23
30.0,4.7,2,0.0,7.601038430391824,5,3,1,1,0,1,2,0,1,5.0,23
29.0,4.6,1,1.0,9.055867670445819,4,3,2,2,0,2,2,0,1,15.0,30
35.0,4.5,2,1.0,4.588905119140754,2,3,2,1,0,2,2,0,1,10.0,29
31.0,4.7,0,1.0,7.790136588634195,3,3,2,1,0,2,2,0,1,15.0,31
21.0,4.6,1,1.0,4.717607608282883,5,3,2,1,0,2,2,0,1,5.0,11
35.0,4.7,3,1.0,4.657661370487178,3,3,2,0,0,1,2,0,1,5.0,25
23.0,4.9,2,1.0,4.560896957791416,3,3,1,1,0,1,2,0,1,10.0,28
38.0,4.3,1,2.0,4.5375195943230615,3,3,0,2,0,2,2,0,1,10.0,39
39.0,4.1,1,2.0,7.772231179901092,1,3,1,1,0,2,2,0,1,5.0,33
30.0,4.5,3,1.0,9.191509996297729,1,3,2,1,0,1,2,0,1,10.0,26
30.0,5.0,1,0.0,9.219796553234218,1,3,2,1,0,2,2,0,1,10.0,29
33.0,4.7,3,0.0,9.435214569886142,3,3,2,0,0,2,2,0,1,5.0,31
35.0,4.8,1,1.0,4.609749555639494,0,3,0,2,0,2,2,0,1,15.0,30
34.0,4.8,3,1.0,9.191529512117135,5,3,1,2,0,2,2,0,1,10.0,17
21.0,4.6,1,1.0,7.648568512573332,0,3,2,0,0,2,2,0,1,15.0,26
29.0,3.9,0,2.0,9.348081835624752,5,3,2,0,0,0,2,0,1,15.0,49
37.0,4.9,3,0.0,7.546686700137572,2,3,2,1,0,2,2,0,1,10.0,26
39.0,4.9,2,1.0,9.315454502536896,4,3,2,0,0,2,2,0,1,5.0,33
26.0,4.8,2,1.0,9.220431430342908,3,3,1,1,0,2,2,0,1,5.0,22
29.0,4.9,0,1.0,7.601691884760726,4,3,2,0,0,2,2,0,1,15.0,23
34.0,5.0,3,2.0,9.12104958933979,1,3,2,0,0,2,2,0,1,5.0,39
31.0,4.2,2,2.0,9.326615843685198,0,3,2,0,0,2,2,0,1,10.0,39
26.0,4.7,0,1.0,4.6571662150249376,3,3,1,1,0,2,2,0,1,15.0,29
36.0,4.0,2,1.0,4.656613477992416,2,3,1,2,0,1,2,0,1,15.0,31
23.0,4.8,1,1.0,9.314920355812369,2,3,2,0,0,2,2,0,1,5.0,23
30.0,4.6,2,0.0,7.448096585855193,2,3,1,2,0,2,2,0,1,5.0,26
31.0,4.0,2,1.0,4.56098132354802,2,3,1,1,0,2,2,0,1,10.0,31
34.0,4.7,0,1.0,9.22038119632281,2,3,1,2,0,2,2,0,1,10.0,29
32.0,4.7,3,1.0,7.646424664745851,2,3,1,1,0,2,2,0,1,15.0,28
31.0,4.6,2,0.0,8.93781859834867,0,3,2,0,0,2,2,0,1,10.0,47
39.0,4.7,0,1.0,9.326372267856886,0,3,0,2,0,2,2,0,1,5.0,30
36.0,4.8,2,1.0,8.937892501355082,3,3,2,0,0,2,2,0,1,10.0,29
31.0,4.7,3,1.0,9.220594562489726,1,3,2,0,0,0,2,0,1,15.0,46
29.0,4.6,2,0.0,4.674190814656791,0,3,1,2,0,2,2,0,1,10.0,10
39.0,4.6,3,0.0,4.674340244478324,1,3,0,2,0,2,2,0,1,10.0,26
36.0,4.8,2,0.0,9.074757208812205,3,3,2,0,0,1,2,0,1,5.0,28
23.0,4.6,1,1.0,7.648091192586838,3,3,2,0,0,2,2,0,1,10.0,26
30.0,4.9,0,1.0,4.658200042005959,0,3,1,2,0,2,2,0,1,5.0,28
32.0,4.8,0,1.0,7.651075026630717,5,3,2,1,0,2,2,0,1,15.0,20
32.0,4.9,3,1.0,9.088023587265994,3,3,0,2,0,1,2,0,1,15.0,27
21.0,4.3,1,1.0,4.528170834975484,0,3,2,0,0,1,2,0,1,5.0,38
23.0,4.7,0,1.0,4.663438643027498,1,3,0,2,0,2,2,0,1,15.0,11
27.0,4.7,1,0.0,7.790500065451542,0,3,1,1,0,1,2,0,1,15.0,21
20.0,4.7,0,0.0,9.348416435227227,4,3,1,2,0,2,2,0,1,10.0,26
32.0,4.1,0,1.0,4.561275732299135,0,3,0,2,0,2,2,0,1,5.0,34
30.0,4.0,0,0.0,7.7625581965513435,1,3,1,1,0,2,2,0,1,10.0,32
25.0,4.8,1,0.0,7.448309256630045,0,3,2,0,0,2,2,0,1,5.0,27
21.0,3.7,2,1.0,7.772050279871419,5,3,2,0,0,2,2,0,1,5.0,45
23.0,5.0,1,1.0,7.762103636431557,4,3,1,2,0,2,2,0,1,10.0,25
22.0,4.8,0,1.0,4.656908630493672,2,3,0,2,0,1,2,0,1,5.0,27
34.0,4.0,1,0.0,7.647058431823786,2,3,2,1,0,2,2,0,1,5.0,31
20.0,5.0,0,1.0,9.313992787219671,3,3,2,2,0,2,2,0,1,10.0,31
26.0,4.7,0,1.0,7.449061445974391,4,3,1,1,0,2,2,0,1,5.0,28
25.0,5.0,1,1.0,9.180917545125537,4,3,2,0,0,2,2,0,1,15.0,28
26.0,4.7,1,1.0,9.435214569886142,4,3,2,1,0,2,2,0,1,15.0,23
32.0,4.8,3,1.0,7.54679164454265,5,3,2,0,0,1,2,0,1,10.0,22
31.0,4.5,3,1.0,7.661028528490158,0,3,1,2,0,2,2,0,1,5.0,28
21.0,4.8,1,1.0,7.601318545357207,5,3,1,1,0,1,2,0,1,5.0,12
30.0,4.6,0,0.0,4.5963431411697,4,3,2,0,0,1,2,0,1,10.0,25
39.0,4.5,1,1.0,8.942966661132823,5,3,2,1,0,2,2,0,1,15.0,18
39.0,4.0,3,1.0,9.075240973885732,2,3,2,0,0,2,2,0,1,15.0,44
27.0,4.8,1,0.0,9.074834337246587,5,3,2,2,0,1,2,0,1,15.0,11
22.0,5.0,1,1.0,7.790247813136623,4,3,2,0,0,2,2,0,1,10.0,25
28.0,4.9,3,1.0,9.348147089176894,1,3,1,1,0,1,2,0,1,5.0,11
35.0,4.6,1,1.0,9.31503690545724,3,3,2,2,0,2,2,0,1,10.0,27
25.0,4.8,0,1.0,9.348125387552454,4,3,1,2,0,2,2,0,1,15.0,31
37.0,4.3,1,1.0,9.075436109115511,2,3,1,1,0,2,2,0,1,15.0,32
24.0,4.7,2,1.0,8.938210179523592,4,3,2,1,0,2,2,0,1,5.0,28
35.0,4.9,3,1.0,4.53752234371058,4,3,2,0,0,2,2,0,1,15.0,34
38.0,4.5,0,0.0,9.435214569886142,5,3,2,0,0,2,2,0,1,5.0,26
26.0,4.7,3,0.0,4.528190031352888,4,3,2,0,0,2,2,0,1,10.0,25
25.0,4.8,0,0.0,7.562282501020876,3,3,2,2,0,2,2,0,1,10.0,30
28.0,4.8,0,1.0,4.528288655056058,5,3,1,1,0,1,2,0,1,5.0,19
23.0,4.5,3,1.0,7.772820731670706,3,3,2,0,0,2,2,0,1,10.0,21
26.0,4.9,2,1.0,4.528231263964101,4,3,2,0,0,2,2,0,1,5.0,26
22.0,4.8,1,1.0,9.314057058485723,1,3,0,2,0,2,2,0,1,15.0,11
20.0,4.7,1,1.0,8.9386982211026,2,3,2,2,0,2,2,0,1,10.0,27
39.0,4.8,2,1.0,8.937876028019282,2,3,2,0,0,2,2,0,1,15.0,35
36.0,4.8,0,0.0,7.601625238119061,1,3,2,0,0,2,2,0,1,15.0,47
28.0,4.8,0,1.0,7.772606972131963,0,3,0,2,0,2,2,0,1,15.0,14
39.0,4.6,2,1.0,7.601884726877921,1,3,1,2,0,2,2,0,1,10.0,25
25.0,4.8,1,0.0,4.717607608282883,4,3,1,1,0,2,2,0,1,10.0,32
33.0,4.9,0,0.0,4.66357313074481,5,3,1,2,0,2,2,0,1,5.0,22
32.0,4.1,3,1.0,9.055489441458064,1,3,2,0,0,2,2,0,1,5.0,42
35.0,5.0,3,1.0,9.190415799627871,1,3,1,1,0,2,2,0,1,15.0,34
36.0,4.9,3,1.0,9.348219179653833,4,3,1,1,0,2,2,0,1,10.0,36
34.0,4.9,2,0.0,9.05610847127485,0,3,1,1,0,1,2,0,1,5.0,29
26.0,3.6,2,1.0,9.31497833570581,5,3,2,0,0,0,2,0,1,15.0,53
28.0,4.7,2,1.0,9.055872702792307,1,3,1,2,0,2,2,0,1,5.0,18
21.0,4.8,2,1.0,4.588393543828144,3,3,1,2,0,2,2,0,1,10.0,29
31.0,4.8,1,1.0,4.674158230768449,1,3,0,2,0,2,2,0,1,5.0,27
28.0,4.9,2,1.0,4.6571394515494315,0,3,1,1,0,2,2,0,1,5.0,29
20.0,4.6,0,0.0,7.683903293822381,5,3,2,2,0,2,2,0,1,15.0,10
26.0,4.9,0,1.0,9.326373139236264,0,3,2,2,0,2,2,0,1,10.0,15
24.0,4.8,2,1.0,4.6743252169335445,2,3,1,2,0,2,2,0,1,10.0,26
38.0,4.9,0,0.0,4.657657982702655,5,3,1,1,0,1,2,0,1,10.0,16
23.0,4.9,3,0.0,7.646115309571211,5,3,1,1,0,2,2,0,1,10.0,17
30.0,4.7,2,0.0,4.717607608282883,5,3,1,2,0,2,2,0,1,15.0,15
38.0,4.8,2,0.0,7.450195698880465,5,0,2,2,0,2,2,0,1,15.0,13
35.0,4.5,3,0.0,4.674301789772365,0,0,1,2,0,2,2,0,1,10.0,29
39.0,4.8,3,1.0,4.674325310474837,3,0,2,0,0,2,2,0,1,10.0,26
32.0,4.8,1,0.0,7.562328390627764,2,0,1,1,0,2,2,0,1,10.0,26
26.0,4.1,1,1.0,9.22056334379117,2,0,2,0,0,2,2,0,1,5.0,23
39.0,4.7,2,1.0,4.6106279811069975,1,0,1,1,0,2,2,0,1,15.0,22
27.0,4.6,3,1.0,4.587362740488208,3,0,1,1,0,2,2,0,1,10.0,18
22.0,4.2,0,0.0,4.596638390898062,0,0,2,0,0,2,2,0,1,15.0,21
37.0,4.6,3,1.0,9.435214569886142,2,0,2,1,0,1,2,0,1,5.0,20
31.0,4.7,3,0.0,9.435214569886142,5,0,1,2,0,2,2,0,1,5.0,17
38.0,4.8,3,1.0,7.546898552269063,2,0,0,2,0,2,2,0,1,5.0,29
34.0,4.7,1,0.0,9.17557783083712,3,0,2,0,0,2,2,0,1,5.0,27
35.0,4.8,0,0.0,9.055911116451998,2,0,2,2,0,2,2,0,1,15.0,23
29.0,4.9,2,1.0,4.674179978109727,4,0,2,2,0,2,2,0,1,10.0,19
21.0,4.6,3,0.0,7.790449915927229,3,0,2,0,0,2,2,0,1,5.0,24
33.0,4.2,3,1.0,9.315048460520034,1,0,2,0,0,2,2,0,1,10.0,27
30.0,4.2,3,1.0,4.674150155178692,0,0,2,0,0,2,2,0,1,15.0,28
39.0,4.6,0,1.0,4.469357664742239,2,0,0,2,0,1,2,0,1,10.0,26
20.0,5.0,3,1.0,9.31331286719176,4,0,1,1,0,2,2,0,1,10.0,11
27.0,4.7,3,1.0,4.596540891247826,0,0,2,1,0,1,2,0,1,15.0,18
35.0,4.9,0,1.0,7.683860832513057,4,0,2,2,0,1,2,0,1,10.0,16
29.0,4.2,0,1.0,4.561229981782327,1,0,2,0,0,2,2,0,1,15.0,15
38.0,4.8,0,0.0,9.055537784475547,3,0,2,1,0,1,2,0,1,5.0,16
38.0,4.7,1,1.0,7.56242507458958,1,0,1,2,0,2,2,0,1,10.0,20
38.0,4.0,0,0.0,4.537549867116829,0,0,2,0,0,2,2,0,1,10.0,25
39.0,5.0,1,1.0,7.761433157808645,3,0,1,1,0,2,2,0,1,15.0,19
32.0,4.8,3,1.0,4.5878009689570245,4,0,1,1,0,2,2,0,1,15.0,18
35.0,4.8,2,1.0,9.056121939133146,0,0,1,2,0,2,2,0,1,5.0,26
37.0,5.0,2,1.0,9.07469669881394,5,0,1,1,0,2,2,0,1,5.0,19
26.0,4.7,2,0.0,4.589971742969588,2,0,1,1,0,1,2,0,1,15.0,10
39.0,4.8,0,1.0,9.312851330932466,0,0,1,1,0,2,2,0,1,5.0,22
37.0,4.6,0,1.0,7.763191450951699,2,0,1,2,0,2,2,0,1,10.0,26
38.0,4.8,2,1.0,9.179551130144578,2,0,1,1,0,2,2,0,1,15.0,21
26.0,4.6,1,1.0,7.762646156795984,5,0,2,0,0,2,2,0,1,15.0,18
20.0,4.5,3,1.0,7.772441199555023,3,0,2,1,0,2,2,0,1,15.0,16
33.0,5.0,2,0.0,9.326629770227298,1,0,2,2,0,2,2,0,1,10.0,22
39.0,4.5,0,1.0,7.452617953541957,4,0,2,1,0,2,2,0,1,5.0,15
24.0,4.6,1,1.0,9.192783650279589,4,0,2,0,0,2,2,0,1,5.0,24
38.0,4.6,1,1.0,4.657586022969134,0,0,2,1,0,2,2,0,1,10.0,22
33.0,4.8,1,1.0,7.601887117275184,5,0,2,1,0,1,2,0,1,10.0,12
28.0,4.7,1,1.0,4.6100794215033,0,0,1,2,0,2,2,0,1,15.0,18
21.0,4.9,2,1.0,7.7723543300824565,3,0,2,0,0,2,2,0,1,15.0,24
34.0,4.3,3,1.0,9.313541323773961,0,0,2,0,0,2,2,0,1,15.0,24
39.0,4.8,0,1.0,4.656564011421635,1,0,1,1,0,2,2,0,1,10.0,26
38.0,4.1,1,1.0,7.660851393509807,2,0,2,0,0,2,2,0,1,10.0,28
22.0,4.5,1,1.0,9.31508392681899,5,0,2,0,0,2,2,0,1,10.0,15
29.0,4.9,0,1.0,4.560971250676637,5,0,2,2,0,2,2,0,1,15.0,20
32.0,4.6,0,0.0,7.862679027790195,0,0,1,2,0,2,2,0,1,10.0,20
36.0,4.4,1,1.0,7.790133409939675,2,0,2,0,0,2,2,0,1,15.0,22
21.0,4.8,0,0.0,9.181159580591252,2,0,1,2,0,2,2,0,1,10.0,17
22.0,4.9,2,1.0,8.937795461027019,5,0,2,2,0,2,2,0,1,15.0,23
34.0,4.7,3,0.0,7.64605986179765,0,0,1,2,0,2,2,0,1,15.0,23
38.0,4.8,3,1.0,4.5442217978701525,1,0,1,1,0,2,2,0,1,5.0,23
32.0,4.6,1,0.0,7.601379437572868,4,0,2,1,0,2,2,0,1,10.0,19
20.0,4.8,1,1.0,7.761170814331108,4,0,0,2,0,2,2,0,1,15.0,14
22.0,4.6,2,1.0,4.674187941695048,3,0,2,0,0,1,2,0,1,5.0,17
34.0,5.0,0,0.0,7.761779446962936,4,0,2,0,0,1,2,0,1,5.0,23
28.0,4.9,1,0.0,7.683619010285586,0,0,0,2,0,1,2,0,1,10.0,16
33.0,4.8,2,0.0,9.313704382944394,2,0,2,1,0,2,2,0,1,5.0,22
25.0,4.9,0,1.0,7.562828136281007,4,0,2,0,0,2,2,0,1,10.0,17
22.0,5.0,1,1.0,9.220878711440381,1,0,2,1,0,2,2,0,1,5.0,11
20.0,4.6,3,0.0,7.562992931636467,4,0,2,1,0,1,2,0,1,15.0,10
37.0,4.3,0,0.0,4.656655460103378,0,0,2,0,0,2,2,0,1,15.0,29
22.0,4.8,2,1.0,7.772439750854434,0,0,1,1,0,2,2,0,1,5.0,12
25.0,4.8,1,0.0,9.314933397891197,3,0,2,0,0,2,2,0,1,15.0,24
20.0,4.9,0,1.0,7.6525207432371465,4,0,2,0,0,2,2,0,1,15.0,24
32.0,4.7,2,1.0,4.528164993107731,3,0,2,0,0,2,2,0,1,10.0,24
30.0,4.9,1,1.0,9.192131818007438,5,0,1,1,0,2,2,0,1,15.0,11
30.0,4.9,3,1.0,9.22051237680228,5,0,1,1,0,2,2,0,1,15.0,19
22.0,5.0,2,1.0,4.528577009347093,4,0,2,0,0,2,2,0,1,15.0,24
34.0,4.8,2,0.0,4.469358226070059,4,0,2,0,0,2,2,0,1,15.0,24
30.0,4.6,2,1.0,4.657632000533679,3,0,1,1,0,2,2,0,1,10.0,18
22.0,4.7,0,1.0,9.088017666602445,5,0,0,2,0,2,2,0,1,5.0,18
26.0,4.6,3,1.0,4.537607855667364,1,0,2,2,0,2,2,0,1,10.0,14
21.0,4.7,1,0.0,9.314043493315062,2,0,2,1,0,1,2,0,1,15.0,17
38.0,4.9,0,1.0,4.4691684319534986,4,0,2,0,0,2,2,0,1,15.0,29
21.0,4.9,2,1.0,9.18116448279501,3,0,2,0,0,2,2,0,1,15.0,20
26.0,4.5,3,0.0,9.192963864928405,0,0,0,2,0,1,2,0,1,15.0,19
27.0,5.0,2,0.0,8.93810972513722,3,0,1,1,0,2,2,0,1,5.0,13
35.0,4.9,3,1.0,4.596708331565067,4,0,2,1,0,1,2,0,1,5.0,19
26.0,4.4,2,1.0,4.595956622985964,2,0,2,0,0,2,2,0,1,5.0,16
35.0,4.5,0,1.0,7.573440345887003,3,0,2,2,0,2,2,0,1,15.0,18
34.0,4.8,2,1.0,9.315741912042778,5,0,2,0,0,2,2,0,1,5.0,23
32.0,4.6,0,0.0,7.448980440888869,0,0,2,1,0,2,2,0,1,10.0,28
34.0,4.9,0,1.0,9.32684242528612,0,0,2,2,0,2,2,0,1,5.0,28
38.0,5.0,0,0.0,9.313034428333243,3,0,1,1,0,2,2,0,0,5.0,19
20.0,4.1,2,0.0,7.862679027790195,2,0,2,0,0,2,2,0,0,10.0,23
30.0,4.7,1,0.0,4.590777846145915,3,0,2,2,0,2,2,0,0,15.0,17
30.0,4.8,3,1.0,4.656990070730075,3,0,2,0,0,2,2,0,0,5.0,28
20.0,4.7,1,1.0,4.6633172931380695,5,0,1,2,0,2,2,0,0,15.0,20
24.0,5.0,0,0.0,9.193040572123037,2,0,1,1,0,2,2,0,0,10.0,10
39.0,4.6,2,1.0,9.177497313006924,3,0,2,0,0,2,2,0,0,5.0,28
39.0,4.8,0,0.0,7.6010051301996295,5,0,1,1,0,2,2,0,0,10.0,13
33.0,4.6,3,1.0,4.5967446199022035,5,0,2,0,0,2,2,0,0,5.0,24
22.0,4.9,0,0.0,7.5734782828692095,3,0,2,0,0,2,2,0,0,10.0,22
26.0,4.7,0,0.0,4.610412162972304,2,0,2,1,0,2,2,0,0,15.0,13
37.0,4.6,3,0.0,4.674330462833214,4,0,1,2,0,2,2,0,0,10.0,17
36.0,4.5,2,1.0,9.07637076268761,4,0,1,2,0,2,2,0,0,10.0,18
26.0,4.7,3,1.0,7.6841660309731035,5,0,2,0,0,1,2,0,0,10.0,16
36.0,4.5,1,1.0,9.121148718009563,1,0,2,1,0,2,2,0,0,10.0,24
24.0,4.5,3,1.0,4.663351284380022,0,0,1,2,0,1,2,0,0,10.0,11
34.0,4.2,3,1.0,7.601880782697923,2,0,2,0,0,1,2,0,0,5.0,30
25.0,4.3,1,0.0,9.348141335688076,0,0,2,0,0,1,2,0,0,-1430.0,26
22.0,4.8,0,0.0,4.537646398118161,3,0,2,1,0,1,2,0,0,5.0,16
23.0,4.5,3,1.0,4.596549676380436,3,0,2,0,0,1,2,0,0,5.0,18
23.0,4.8,1,1.0,4.59164241407212,4,0,1,2,0,1,2,0,0,5.0,13
23.0,4.3,3,1.0,4.596257555701488,0,0,2,0,0,2,2,0,0,5.0,21
27.0,4.6,0,1.0,20.25377972072268,2,1,1,2,0,2,3,0,0,5.0,23
32.0,4.6,0,1.0,11.916721465131658,5,1,1,1,0,2,3,0,0,15.0,25
25.0,5.0,2,1.0,10.641595955404298,1,1,2,1,0,2,3,0,0,10.0,16
36.0,4.8,1,1.0,12.239052432592187,4,1,2,0,0,1,3,0,0,10.0,36
36.0,4.9,0,0.0,12.23466241636794,5,1,2,0,0,2,3,0,0,10.0,25
36.0,4.1,0,2.0,10.602603970577807,1,1,2,1,0,2,3,0,0,10.0,38
